	"Вид_работ
(Group)"	"Наименование_работ
(In group)"	"Объем
(Исходный)"	Вып. до 04.2026	"План на объем
Begin"	Ед.изм.	Норма расхода ч/ч на ед. объем
191.ОВ.3.2598	Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,7 мм, периметром от 1100 до 1600 мм (на высоте 5м) ТЕР-2001 64	1,2	0	1,2	м2	0,164
191.ОВ.3.2599	Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,7 мм, периметром от 1100 до 1600 мм (на высоте 5м) ТЕР-2001 64	1	0	1	м2	0,164
191.ОВ.3.2600	Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,5 мм, диаметром до 200 мм (на высоте 5м) ТЕР-2001 64	3,5	0	3,5	м2	0,245
191.ОВ.3.2601	Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,6 мм, диаметром до 355 мм (на высоте 6м) ТЕР-2001 64	7	0	7	м2	0,2354
191.ОВ.3.2602	Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,6 мм, диаметром до 355 мм (на высоте 6м) ТЕР-2001 64	6	0	6	м2	0,2354
191.ОВ.3.2603	Воздуховоды	Прокладка воздуховодов из листовой оцинкованной стали и алюминия класса П (плотные) толщиной 0,7 мм, периметром до 3200 мм (на высоте 6м) ТЕР-2001 64	1,2	0	1,2	м2	0,3124
191.ОВ.3.2604	Воздуховоды	Прокладка воздуховодов из листовой оцинкованной стали и алюминия класса П (плотные) толщиной 0,5 мм, диаметром до 200 мм (на высоте 6м) ТЕР-2001 64	1	0	1	м2	0,2695
191.ОВ.3.2605	Воздуховоды	Прокладка воздуховодов из листовой оцинкованной стали и алюминия класса П (плотные) толщиной 0,5 мм, диаметром до 450 мм (на высоте 8м) ТЕР-2001 64	20	0	20	м2	0,2568
191.ОВ.3.2606	Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,7 мм, периметром до 2400 мм (на высоте 8м) ТЕР-2001 64	1	0	1	м2	0,1968
191.ОВ.3.2607	Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,7 мм, периметром до 2400 мм (на высоте 8м) ТЕР-2001 64	1,5	0	1,5	м2	0,1968
191.ОВ.3.2608	Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,9 мм, периметром до 3600 мм (на высоте 8м) ТЕР-2001 64	4	0	4	м2	0,1804
191.ОВ.8.2619	Огнезащита	Огнезащитное покрытие металлоконструкций воздуховодов приточно-вытяжных систем составом "Файрекс-300" с пределом огнестойкости 1,0 час ТЕР-2001 64	22	0	22	м2	0,286
191.ОВ.8.2620	Огнезащита	Огнезащитная пропитка ковровых изделий, тканей, занавесей составом "КЛОД-02" ТЕР-2001 64	4,3	0	4,3	м2	0,0645
191.ОВ.8.2621	Огнезащита	Покрытие поверхности изоляции трубопроводов стеклотканью НПГ-240С ТЕР-2001 64	22	0	22	м2	0,396
191.ОВ.8.2622	Огнезащита	Окраска металлических поверхностей краской МА-15 темно-серой ТЕР-2001 64	11,11	0	11,11	м2	0,103
191.ОВ.8.2623	Огнезащита	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-021 ТЕР-2001 64	50	0	50	м2	0,11
191.ОВ.8.2624	Огнезащита	Окраска металлических огрунтованных поверхностей краской БТ-177 серебристой ТЕР-2001 64	88,89	0	88,89	м2	0,103
191.ОВ.9.2626	Окраска	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-021 0,8+2,15+0,54+4,71+1,19+1,25+0,18+1,19+2,8+0,84-гр.4 ТЕР-2001 64	15,65	0	15,65	м2	0,11
191.ОВ.9.2627	Окраска	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-021 5,37+39,39-гр.4 ТЕР-2001 64	44,76	0	44,76	м2	0,11
191.ОВ.9.2628	Окраска	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-021 0,68+0,94-гр.4 ТЕР-2001 64	1,62	0	1,62	м2	0,11
191.ОВ.9.2629	Окраска	Окраска металлических огрунтованных поверхностей краской БТ-177 серебристой за 2 раза ТЕР-2001 64	1,62	0	1,62	м2	0,206
191.ОВ.9.2630	Окраска	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-021 ТЕР-2001 64	0,36	0	0,36	м2	0,11
191.ОВ.9.2631	Окраска	Огрунтовка металлических поверхностей грунтовкой за 1 раз	25,25	0	25,25	м2	0,11
191.ОВ.10.2634	Приборы	Окраска металлических огрунтованных поверхностей краской БТ-177 серебристой за 2 раза 1,5+1,23+1,27+5,69+1,59+9,59+2,91+2,53+2,22+1,64+1,9+6,95+1,27-гр.4 ТЕР-2001 64	40,29	0	40,29	м2	0,206
191.ОВ.10.2639	Приборы	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-021 1,04+1,02-гр.4 ТЕР-2001 64	2,06	0	2,06	м2	0,11
191.ОВ.10.2640	Приборы	Окраска металлических огрунтованных поверхностей краской БТ-177 серебристой за 2 раза ТЕР-2001 64	2,06	0	2,06	м2	0,206
191.ОВ.11.2641	Теплоизоляция	Изоляция плоских и криволинейных поверхностей пластинами (плитами) из вспененного каучука ("Армофлекс"), вспененного полиэтилена ("Термофлекс") ТЕР-2001 64	6	0	6	м2	1,42
