"Вид_работ
(Group)"	"Наименование_работ
(In group)"	"Объем
(Исходный)"	Вып. до 04.2026	"План на объем
Begin"	Ед.изм.	Норма расхода ч/ч на ед. объем
Окраска. канализация механически загрязненных вод к4	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-021 ТЕР-2001 64	0,18	0	0,18	100 м2	11
Окраска. канализация механически загрязненных вод к4	Масляная окраска металлических поверхностей стальных балок, труб диаметром более 50 мм и т.п., количество окрасок 2 ТЕР-2001 64	0,05	0	0,05	100 м2	14,1
Окраска. канализация механически загрязненных вод к4	Масляная окраска металлических поверхностей решеток, переплетов, труб диаметром менее 50 мм и т.п., количество окрасок 2 ТЕР-2001 64	0,13	0	0,13	100 м2	24,5
Окраска. ГТ	Очистка поверхности щетками	66	0	66	м2	0,17
Окраска. ГТ	Обезжиривание поверхностей аппаратов и трубопроводов диаметром до 500 мм уайт-спиритом	0,66	0	0,66	100 м2	6,5
Окраска. ГТ	Огрунтовка металлических поверхностей за один раз грунтовкой ЭП-0259 100 м2 окрашиваемой поверхности	0,66	0	0,66	100 м2	12
Окраска. ГТ	Окраска металлических огрунтованных поверхностей эмалью ПФ-115	1,32	0	1,32	100 м2	10,3
Дополнительные работы	Установка и разборка внутренних трубчатых инвентарных лесов при высоте помещений до 6 м	1,66	0	1,66	100 м2	0,59
Дополнительные работы	Установка и разборка внутренних трубчатых инвентарных лесов на каждые последующие 4 м высоты помещений добавлять к норме 08-07-002-01	1,66	0	1,66	100 м2	9,42
Дополнительные работы	Очистка поверхности щетками ТЕР-2001 64	2514	0	2514	м2	0,17
Дополнительные работы	Устройство антикоррозионного покрытия металлоконструкций полиуретановой эмалью "СпецПротект 109" ТУ 2312-007-81433175-09 . Финишный слой	1,257	0	1,257	100 м2	11
Окраска СПЕЦПРОТЕКТОМ 	Струйная очистка водой до степени Sа 21/2 в соответствии с ISO 8501-1:2007 ТЕР-2001 64	180	0	180	м2	0,38
Окраска СПЕЦПРОТЕКТОМ 	Очистка поверхности щетками ТЕР-2001 64	69	0	69	м2	0,17
Окраска СПЕЦПРОТЕКТОМ 	Обеспыливание поверхности ТЕР-2001 64	180	0	180	м2	0,017
Окраска СПЕЦПРОТЕКТОМ 	Обезжиривание поверхностей  ТЕР-2001 64	1,8	0	1,8	100 м2	6,5
Окраска СПЕЦПРОТЕКТОМ 	Устройство антикоррозионного покрытия металлоконструкций полиуретановой грунтовкой "СпецПротект 007" ТУ 2312-007-81433175-09 1 слой толщиной 60 мкм, ТЕР-2001 64	1,8	0	1,8	100 м2	12
Окраска СПЕЦПРОТЕКТОМ 	Устройство антикоррозионного покрытия металлоконструкций полиуретановой грунтовкой "СпецПротект 007" ТУ 2312-007-81433175-09 1 слой толщиной 50 мкм ТЕР-2001 64	1,8	0	1,8	100 м2	11
Окраска СПЕЦПРОТЕКТОМ 	Устройство антикоррозионного покрытия металлоконструкций полиуретановой эмалью "СпецПротект 109" ТУ 2312-007-81433175-09  2 слоЯ толщиной  по 50 мкм ТЕР-2001 64	1,8	0	1,8	100 м2	18
Дополнительные работы ВР	Установка и разборка внутренних трубчатых инвентарных лесов при высоте помещений до 6 м	0,72	0	0,72	100 м2	0,59
Дополнительные работы ВР	Установка и разборка внутренних трубчатых инвентарных лесов на каждые последующие 4 м высоты помещений добавлять к норме 08-07-002-01	0,72	0	0,72	100 м2	9,42
Дополнительные работы ВР	Очистка поверхности щетками ТЕР-2001 64	662	0	662	м2	0,17
Дополнительные работы ВР	Устройство антикоррозионного покрытия металлоконструкций полиуретановой эмалью "СпецПротект 109" ТУ 2312-007-81433175-09 . Финишный слой	6,62	0	6,62	100 м2	11
